Order ID,Order Date,Region,State,Category,Product,Customer,Quantity,Sales,Profit,Profit Margin %
ORD-10075,22-03-2025,West,Goa,Accessories,Backpack,Customer 063,1,1897.76,228.44,12.04
ORD-10076,23-03-2025,West,Maharashtra,Electronics,Laptop,Customer 032,5,341690.03,28041.22,8.21
ORD-10077,25-03-2025,North,Delhi,Electronics,Monitor,Customer 019,3,40526.45,4985.09,12.3
ORD-10078,26-03-2025,West,Maharashtra,Furniture,Office Chair,Customer 054,1,8469.8,1332.06,15.73
ORD-10079,27-03-2025,South,Tamil Nadu,Accessories,Backpack,Customer 072,3,5045.16,1218.76,24.16
ORD-10080,28-03-2025,South,Andhra Pradesh,Electronics,Monitor,Customer 058,2,21754.47,3455.23,15.88
ORD-10081,29-03-2025,West,Gujarat,Electronics,Monitor,Customer 063,1,11135.82,1748.89,15.71
ORD-10082,30-03-2025,North,Delhi,Electronics,Keyboard,Customer 046,5,7915.65,852.08,10.76
ORD-10083,31-03-2025,East,West Bengal,Accessories,USB Cable,Customer 056,5,2585.06,390.61,15.11
ORD-10084,01-04-2025,South,Karnataka,Furniture,Filing Cabinet,Customer 049,1,6499.68,1050.76,16.17
ORD-10085,02-04-2025,East,West Bengal,Furniture,Office Chair,Customer 098,3,26463.26,5888.5,22.25
ORD-10086,03-04-2025,North,Haryana,Electronics,Monitor,Customer 003,4,52505.77,13123.92,25
ORD-10087,04-04-2025,North,Haryana,Accessories,Power Bank,Customer 078,2,4861.53,593.35,12.21
ORD-10088,06-04-2025,North,Punjab,Electronics,Monitor,Customer 032,5,54730.1,12549.48,22.93
ORD-10089,07-04-2025,South,Andhra Pradesh,Electronics,Smartphone,Customer 050,2,60365.54,12754.88,21.13
ORD-10090,08-04-2025,West,Maharashtra,Furniture,Filing Cabinet,Customer 047,3,17478.81,1796.52,10.28
ORD-10091,09-04-2025,East,Bihar,Accessories,Mouse,Customer 098,3,2467.5,254.6,10.32
ORD-10092,10-04-2025,South,Karnataka,Furniture,Bookshelf,Customer 038,3,23546.2,3277.71,13.92
ORD-10093,11-04-2025,North,Uttar Pradesh,Accessories,Mouse,Customer 010,3,2860.09,616.06,21.54
ORD-10094,12-04-2025,West,Maharashtra,Furniture,Table Lamp,Customer 053,4,7111.73,1753.79,24.66
ORD-10095,13-04-2025,South,Telangana,Electronics,Headphones,Customer 055,3,6545.69,667.07,10.19
ORD-10096,14-04-2025,West,Rajasthan,Electronics,Keyboard,Customer 067,4,5722.2,1330.15,23.25
ORD-10097,15-04-2025,East,West Bengal,Accessories,Power Bank,Customer 082,2,4035.48,886.61,21.97
ORD-10098,16-04-2025,West,Gujarat,Electronics,Monitor,Customer 046,1,12123.92,1703.64,14.05
ORD-10099,18-04-2025,South,Telangana,Furniture,Filing Cabinet,Customer 086,3,15512.29,3349.1,21.59
ORD-10100,19-04-2025,East,Jharkhand,Accessories,Power Bank,Customer 099,1,2052.74,445.56,21.71
ORD-10101,20-04-2025,North,Uttar Pradesh,Electronics,Smartphone,Customer 026,4,115280.89,18287.11,15.86
ORD-10102,21-04-2025,South,Tamil Nadu,Electronics,Headphones,Customer 038,3,7572.26,743.74,9.82
ORD-10103,22-04-2025,East,Bihar,Electronics,Laptop,Customer 017,5,271405.55,47733.2,17.59
ORD-10104,23-04-2025,East,Odisha,Electronics,Keyboard,Customer 068,1,1675.74,303.16,18.09
ORD-10105,24-04-2025,South,Tamil Nadu,Furniture,Desk,Customer 008,4,40445.28,7270.56,17.98
ORD-10106,25-04-2025,West,Maharashtra,Furniture,Desk,Customer 064,1,9512.34,2215.81,23.29
ORD-10107,26-04-2025,South,Tamil Nadu,Electronics,Monitor,Customer 021,5,67806.45,5511.37,8.13
ORD-10108,27-04-2025,South,Karnataka,Electronics,Keyboard,Customer 024,3,3943.65,855.76,21.7
ORD-10109,28-04-2025,East,West Bengal,Electronics,Headphones,Customer 066,5,14308.92,1417.25,9.9
ORD-10110,30-04-2025,West,Goa,Accessories,Backpack,Customer 075,3,5919.8,1196.61,20.21
ORD-10111,01-05-2025,West,Gujarat,Electronics,Keyboard,Customer 019,5,6795.85,917.61,13.5
ORD-10112,02-05-2025,West,Maharashtra,Furniture,Table Lamp,Customer 037,1,1859.73,240.03,12.91
ORD-10113,03-05-2025,South,Tamil Nadu,Accessories,Power Bank,Customer 010,3,6785.89,968.82,14.28
ORD-10114,04-05-2025,North,Haryana,Furniture,Desk,Customer 063,5,52768.57,5009.72,9.49
ORD-10115,05-05-2025,North,Delhi,Accessories,USB Cable,Customer 062,3,1431.99,340.84,23.8
ORD-10116,06-05-2025,West,Goa,Electronics,Monitor,Customer 035,3,40734.08,4513.73,11.08
ORD-10117,07-05-2025,North,Uttar Pradesh,Furniture,Table Lamp,Customer 014,5,8027.39,1727.46,21.52
ORD-10118,08-05-2025,West,Gujarat,Accessories,Power Bank,Customer 062,5,10127.78,1901.38,18.77
ORD-10119,09-05-2025,West,Maharashtra,Accessories,Backpack,Customer 014,2,3941.93,609.63,15.47
ORD-10120,10-05-2025,West,Rajasthan,Furniture,Office Chair,Customer 066,1,7357.31,1713.72,23.29
ORD-10121,12-05-2025,South,Telangana,Accessories,USB Cable,Customer 051,3,1469.19,200.66,13.66
ORD-10122,13-05-2025,West,Gujarat,Electronics,Monitor,Customer 036,1,12120.46,2811.48,23.2
ORD-10123,14-05-2025,North,Punjab,Accessories,Power Bank,Customer 068,5,11919.29,1243.56,10.43
ORD-10124,15-05-2025,South,Karnataka,Accessories,USB Cable,Customer 031,2,952.62,209.21,21.96
ORD-10125,16-05-2025,East,Jharkhand,Furniture,Table Lamp,Customer 068,5,9107.62,1481.63,16.27
ORD-10126,17-05-2025,West,Maharashtra,Furniture,Bookshelf,Customer 027,3,21412.7,4320.02,20.18
ORD-10127,18-05-2025,North,Uttar Pradesh,Electronics,Smartphone,Customer 013,2,68051.1,7218.16,10.61
ORD-10128,19-05-2025,West,Gujarat,Electronics,Laptop,Customer 068,4,246693.33,24022.05,9.74
ORD-10129,20-05-2025,North,Uttar Pradesh,Electronics,Smartphone,Customer 051,1,30686.6,5619.99,18.31
ORD-10130,21-05-2025,North,Punjab,Accessories,USB Cable,Customer 036,1,441.99,109.36,24.74
ORD-10131,22-05-2025,South,Tamil Nadu,Accessories,USB Cable,Customer 074,5,2409.48,497.61,20.65
ORD-10132,24-05-2025,West,Maharashtra,Electronics,Laptop,Customer 075,3,174501.11,29902.03,17.14
ORD-10133,25-05-2025,South,Karnataka,Furniture,Bookshelf,Customer 059,2,15757.51,2833.23,17.98
ORD-10134,26-05-2025,West,Rajasthan,Electronics,Laptop,Customer 049,4,234162.63,55150.87,23.55
ORD-10135,27-05-2025,North,Haryana,Electronics,Smartphone,Customer 081,4,109656.51,18376.19,16.76
ORD-10136,28-05-2025,West,Maharashtra,Electronics,Keyboard,Customer 096,5,6790.04,889.03,13.09
ORD-10137,29-05-2025,North,Punjab,Furniture,Bookshelf,Customer 049,3,20051.14,3200.15,15.96
ORD-10138,30-05-2025,North,Delhi,Furniture,Bookshelf,Customer 066,2,13134.99,2645.26,20.14
ORD-10139,31-05-2025,South,Andhra Pradesh,Furniture,Bookshelf,Customer 003,4,25328.2,5736.93,22.65
ORD-10140,01-06-2025,West,Gujarat,Electronics,Smartphone,Customer 032,4,130826.99,32238.17,24.64
ORD-10141,02-06-2025,South,Tamil Nadu,Furniture,Office Chair,Customer 059,1,7332.73,874.67,11.93
ORD-10142,03-06-2025,East,West Bengal,Furniture,Office Chair,Customer 008,5,36142.54,6902.03,19.1
ORD-10143,05-06-2025,South,Tamil Nadu,Electronics,Headphones,Customer 014,4,11333.23,1178.47,10.4
ORD-10144,06-06-2025,East,Bihar,Accessories,Mouse,Customer 019,1,821.13,69.39,8.45
ORD-10145,07-06-2025,West,Maharashtra,Electronics,Smartphone,Customer 002,1,32856.99,4537.84,13.81
ORD-10146,08-06-2025,East,Bihar,Electronics,Keyboard,Customer 009,5,7151.68,1512.95,21.16
ORD-10147,09-06-2025,South,Telangana,Electronics,Keyboard,Customer 074,2,3237.25,336.09,10.38
ORD-10148,10-06-2025,South,Andhra Pradesh,Accessories,Backpack,Customer 040,2,3084.27,387.62,12.57
ORD-10149,11-06-2025,South,Telangana,Electronics,Laptop,Customer 029,3,175772.01,18014.34,10.25
ORD-10150,12-06-2025,North,Punjab,Electronics,Headphones,Customer 041,2,5044.49,1102.52,21.86
ORD-10151,13-06-2025,South,Karnataka,Furniture,Office Chair,Customer 086,2,17056.97,1673.6,9.81
ORD-10152,14-06-2025,North,Haryana,Accessories,USB Cable,Customer 071,2,1030.16,198.88,19.31
ORD-10153,16-06-2025,South,Telangana,Accessories,Power Bank,Customer 002,4,9515.21,1443.9,15.17
ORD-10154,17-06-2025,West,Gujarat,Furniture,Bookshelf,Customer 021,5,36083.1,4391.65,12.17
ORD-10155,18-06-2025,East,Jharkhand,Electronics,Keyboard,Customer 054,1,1599.69,293.97,18.38
ORD-10156,19-06-2025,South,Tamil Nadu,Furniture,Filing Cabinet,Customer 083,1,5585.84,959.5,17.18
ORD-10157,20-06-2025,East,Jharkhand,Electronics,Headphones,Customer 066,5,11205.02,2083.76,18.6
ORD-10158,21-06-2025,North,Delhi,Electronics,Laptop,Customer 042,1,59918.84,11805.71,19.7
ORD-10159,22-06-2025,North,Haryana,Electronics,Smartphone,Customer 098,5,127605.27,31200.62,24.45
ORD-10160,23-06-2025,West,Rajasthan,Electronics,Headphones,Customer 057,3,8539.72,1830.08,21.43
ORD-10161,24-06-2025,East,West Bengal,Electronics,Headphones,Customer 080,5,13471.38,2736,20.31
ORD-10162,25-06-2025,South,Andhra Pradesh,Electronics,Laptop,Customer 026,4,219927.08,54520.71,24.79
ORD-10163,26-06-2025,East,Jharkhand,Furniture,Office Chair,Customer 014,2,16326.14,3846.98,23.56
ORD-10164,28-06-2025,East,West Bengal,Furniture,Bookshelf,Customer 095,2,13671.4,2942.2,21.52
ORD-10165,29-06-2025,South,Andhra Pradesh,Accessories,Mouse,Customer 031,3,2966.42,255.98,8.63
ORD-10166,30-06-2025,West,Rajasthan,Furniture,Filing Cabinet,Customer 090,2,13385.99,2277.56,17.01
ORD-10167,01-07-2025,East,Bihar,Electronics,Laptop,Customer 082,4,260932.07,35013.93,13.42
ORD-10168,02-07-2025,North,Uttar Pradesh,Electronics,Keyboard,Customer 030,2,2571.96,586.19,22.79
ORD-10169,03-07-2025,East,Bihar,Electronics,Smartphone,Customer 029,3,78390.8,6397.67,8.16
ORD-10170,04-07-2025,South,Telangana,Electronics,Monitor,Customer 010,4,49836.08,11388.8,22.85
ORD-10171,05-07-2025,South,Telangana,Electronics,Keyboard,Customer 045,5,8022.61,646.37,8.06
ORD-10172,06-07-2025,South,Andhra Pradesh,Electronics,Keyboard,Customer 065,2,2760.25,240.57,8.72
ORD-10173,07-07-2025,North,Punjab,Electronics,Laptop,Customer 037,1,63233.65,7404.86,11.71
ORD-10174,08-07-2025,North,Delhi,Electronics,Headphones,Customer 004,5,14334.44,2958.2,20.64
ORD-10175,10-07-2025,East,Jharkhand,Accessories,Power Bank,Customer 098,3,6625.12,789.81,11.92
ORD-10176,11-07-2025,North,Punjab,Electronics,Smartphone,Customer 054,3,98807.55,21355.36,21.61
ORD-10177,12-07-2025,East,Bihar,Accessories,USB Cable,Customer 035,4,2296.94,251.66,10.96
ORD-10178,13-07-2025,South,Karnataka,Furniture,Bookshelf,Customer 089,3,19263.98,2274.09,11.8
ORD-10179,14-07-2025,North,Uttar Pradesh,Furniture,Desk,Customer 092,3,33397.15,4179.72,12.52
ORD-10180,15-07-2025,North,Delhi,Electronics,Smartphone,Customer 025,4,103275.21,14039.1,13.59
ORD-10181,16-07-2025,North,Haryana,Electronics,Keyboard,Customer 070,3,4801.62,788.9,16.43
ORD-10182,17-07-2025,North,Uttar Pradesh,Electronics,Keyboard,Customer 045,5,8605.82,778.46,9.05
ORD-10183,18-07-2025,West,Gujarat,Furniture,Desk,Customer 091,3,28630.28,5590.43,19.53
ORD-10184,19-07-2025,North,Delhi,Furniture,Bookshelf,Customer 041,4,30944.89,7038.11,22.74
ORD-10185,20-07-2025,North,Haryana,Electronics,Monitor,Customer 060,2,21162.01,4207.61,19.88
ORD-10186,22-07-2025,East,West Bengal,Accessories,Mouse,Customer 010,1,772.9,170.34,22.04
ORD-10187,23-07-2025,West,Rajasthan,Electronics,Smartphone,Customer 012,4,122022.54,25457.33,20.86
ORD-10188,24-07-2025,East,Odisha,Electronics,Headphones,Customer 098,1,2544.88,253.71,9.97
ORD-10189,25-07-2025,West,Goa,Furniture,Bookshelf,Customer 096,3,22644.48,3895.2,17.2
ORD-10190,26-07-2025,South,Tamil Nadu,Electronics,Monitor,Customer 100,5,65198.53,7141.72,10.95
ORD-10191,27-07-2025,South,Andhra Pradesh,Electronics,Laptop,Customer 065,4,208849.24,37377.54,17.9
ORD-10192,28-07-2025,South,Karnataka,Electronics,Smartphone,Customer 076,2,68822.67,13415.53,19.49
ORD-10193,29-07-2025,West,Rajasthan,Electronics,Monitor,Customer 006,4,41154.05,3447.1,8.38
ORD-10194,30-07-2025,East,Bihar,Accessories,USB Cable,Customer 098,2,850.31,91,10.7
ORD-10195,31-07-2025,North,Uttar Pradesh,Electronics,Monitor,Customer 029,1,10789.05,2320.91,21.51
ORD-10196,01-08-2025,East,Jharkhand,Accessories,Webcam,Customer 056,3,9785.77,2364.7,24.16
ORD-10197,03-08-2025,West,Maharashtra,Accessories,Power Bank,Customer 069,3,7519.75,1573.25,20.92
ORD-10198,04-08-2025,East,Bihar,Electronics,Keyboard,Customer 025,2,2741.79,233.85,8.53
ORD-10199,05-08-2025,West,Goa,Furniture,Table Lamp,Customer 017,3,6158.47,686.91,11.15
ORD-10200,06-08-2025,North,Delhi,Electronics,Headphones,Customer 064,2,5391.54,1005.29,18.65
ORD-10201,07-08-2025,West,Maharashtra,Accessories,Mouse,Customer 094,3,2445.22,387.71,15.86
ORD-10202,08-08-2025,South,Tamil Nadu,Electronics,Keyboard,Customer 060,4,5874.55,670.22,11.41
ORD-10203,09-08-2025,East,Odisha,Furniture,Filing Cabinet,Customer 077,2,13071.21,1735.35,13.28
ORD-10204,10-08-2025,North,Uttar Pradesh,Furniture,Desk,Customer 041,3,31754.84,7183.61,22.62
ORD-10205,11-08-2025,West,Rajasthan,Furniture,Office Chair,Customer 079,1,7046.7,1247.64,17.71
ORD-10206,12-08-2025,West,Gujarat,Furniture,Table Lamp,Customer 097,1,1832.21,149.62,8.17
ORD-10207,13-08-2025,South,Telangana,Electronics,Monitor,Customer 066,1,13168.25,1854.43,14.08
ORD-10208,15-08-2025,South,Tamil Nadu,Electronics,Smartphone,Customer 044,2,65785.93,5723.45,8.7
ORD-10209,16-08-2025,North,Uttar Pradesh,Furniture,Bookshelf,Customer 095,3,18048.99,4316.53,23.92
ORD-10210,17-08-2025,West,Maharashtra,Furniture,Desk,Customer 007,4,43620.74,6006.86,13.77
ORD-10211,18-08-2025,East,Jharkhand,Furniture,Desk,Customer 060,2,19885.42,1728.6,8.69
ORD-10212,19-08-2025,South,Karnataka,Electronics,Keyboard,Customer 019,4,5387.18,1229.37,22.82
ORD-10213,20-08-2025,East,Odisha,Electronics,Monitor,Customer 082,5,62856.74,10352.08,16.47
ORD-10214,21-08-2025,South,Karnataka,Furniture,Filing Cabinet,Customer 035,1,5987.9,562.02,9.39
ORD-10215,22-08-2025,North,Delhi,Electronics,Laptop,Customer 058,4,216541.92,52691.73,24.33
ORD-10216,23-08-2025,North,Uttar Pradesh,Electronics,Keyboard,Customer 024,4,5767.87,1429.86,24.79
ORD-10217,24-08-2025,South,Telangana,Furniture,Office Chair,Customer 100,4,27482.19,4046.41,14.72
ORD-10218,26-08-2025,South,Tamil Nadu,Accessories,Mouse,Customer 012,3,2774.8,652.36,23.51
ORD-10219,27-08-2025,East,West Bengal,Furniture,Filing Cabinet,Customer 094,1,5336.82,1076.38,20.17
ORD-10220,28-08-2025,East,Odisha,Electronics,Smartphone,Customer 062,5,165947.33,27163.46,16.37
ORD-10221,29-08-2025,South,Andhra Pradesh,Electronics,Laptop,Customer 089,4,246692.46,26593.21,10.78
ORD-10222,30-08-2025,North,Uttar Pradesh,Electronics,Monitor,Customer 056,5,56853.42,12023.95,21.15
ORD-10223,31-08-2025,West,Maharashtra,Electronics,Headphones,Customer 074,2,4360.25,474.65,10.89
ORD-10224,01-09-2025,North,Punjab,Furniture,Office Chair,Customer 076,1,7878.64,1417.69,17.99
ORD-10225,02-09-2025,North,Delhi,Electronics,Keyboard,Customer 076,4,5166.01,1060.01,20.52
ORD-10226,03-09-2025,North,Delhi,Accessories,Webcam,Customer 061,4,15529.71,2715.9,17.49
ORD-10227,04-09-2025,West,Gujarat,Accessories,Backpack,Customer 035,5,10178.84,882.39,8.67
ORD-10228,05-09-2025,South,Telangana,Accessories,Power Bank,Customer 020,1,2204.77,191.96,8.71
ORD-10229,07-09-2025,North,Punjab,Accessories,USB Cable,Customer 039,2,946.94,232.4,24.54
ORD-10230,08-09-2025,East,Jharkhand,Furniture,Desk,Customer 045,4,40386.94,4094.27,10.14
ORD-10231,09-09-2025,West,Goa,Accessories,Webcam,Customer 029,2,6345.53,1296.02,20.42
ORD-10232,10-09-2025,West,Gujarat,Accessories,Mouse,Customer 074,1,991.29,238.49,24.06
ORD-10233,11-09-2025,South,Karnataka,Electronics,Smartphone,Customer 046,1,25773.48,6140.82,23.83
ORD-10234,12-09-2025,West,Maharashtra,Furniture,Filing Cabinet,Customer 066,5,30694.67,4274.46,13.93
ORD-10235,13-09-2025,South,Andhra Pradesh,Electronics,Laptop,Customer 073,1,58324.34,13299.59,22.8
ORD-10236,14-09-2025,North,Delhi,Electronics,Headphones,Customer 004,4,10451.53,2195.68,21.01
ORD-10237,15-09-2025,South,Tamil Nadu,Accessories,Mouse,Customer 075,5,4902.05,755.16,15.4
ORD-10238,16-09-2025,North,Uttar Pradesh,Electronics,Laptop,Customer 071,5,284212.72,40443.03,14.23
ORD-10239,17-09-2025,East,West Bengal,Electronics,Monitor,Customer 035,1,12347.35,2133.21,17.28
ORD-10240,19-09-2025,West,Gujarat,Electronics,Headphones,Customer 085,2,5389.02,889.6,16.51
ORD-10241,20-09-2025,South,Andhra Pradesh,Furniture,Table Lamp,Customer 005,5,9847.17,970.1,9.85
ORD-10242,21-09-2025,South,Andhra Pradesh,Furniture,Table Lamp,Customer 070,4,7433.08,1561.17,21
ORD-10243,22-09-2025,South,Karnataka,Furniture,Bookshelf,Customer 080,5,38385.13,5882.39,15.32
ORD-10244,23-09-2025,East,West Bengal,Accessories,Backpack,Customer 021,4,8122.39,733.01,9.02
ORD-10245,24-09-2025,North,Punjab,Electronics,Monitor,Customer 027,4,44497.58,5714.75,12.84
ORD-10246,25-09-2025,North,Haryana,Furniture,Desk,Customer 077,4,42611.63,6305.83,14.8
ORD-10247,26-09-2025,West,Gujarat,Electronics,Headphones,Customer 071,4,9044.32,1531,16.93
ORD-10248,27-09-2025,East,Jharkhand,Accessories,Power Bank,Customer 007,2,4951.43,753.46,15.22
ORD-10249,28-09-2025,South,Telangana,Electronics,Monitor,Customer 022,2,21208.59,1706,8.04
ORD-10250,29-09-2025,South,Telangana,Accessories,Backpack,Customer 042,2,3289.01,604.74,18.39
ORD-10251,01-10-2025,West,Goa,Electronics,Smartphone,Customer 019,3,97574.19,12364.31,12.67
ORD-10252,02-10-2025,West,Goa,Furniture,Office Chair,Customer 055,2,17279.95,1822.17,10.54
